1732671932.678130 server started (2053): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1732671932.678163 on Darwin 24.1.0 Darwin Kernel Version 24.1.0: Thu Oct 10 21:03:11 PDT 2024; root:xnu-11215.41.3~2/RELEASE_ARM64_T6020
1732671932.678170 using libevent 2.1.12-stable select
1732671932.678180 using utf8proc 2.9.0
1732671932.678186 using ncurses 6.5 20240427
1732671932.729085 new key \033[20;3~: 0x810000010e19d (M-F9[I])
1732671932.729088 new key \033[20;4~: 0x850000010e19d (M-S-F9[I])
1732671932.729090 new key \033[20;5~: 0x20000010e19d (C-F9)
1732671932.729092 new key \033[20;6~: 0x60000010e19d (C-S-F9)
1732671932.729094 new key \033[20;7~: 0x830000010e19d (C-M-F9[I])
1732671932.729097 new key \033[20;8~: 0x870000010e19d (C-M-S-F9[I])
1732671932.729099 new key \033[20;9~: 0x810000010e19d (M-F9[I])
1732671932.729101 new key \033[21;2~: 0x40000010e19e (S-F10)
1732671932.729103 new key \033[21;3~: 0x810000010e19e (M-F10[I])
1732671932.729106 new key \033[21;4~: 0x850000010e19e (M-S-F10[I])
1732671932.729111 new key \033[21;5~: 0x20000010e19e (C-F10)
1732671932.729113 new key \033[21;6~: 0x60000010e19e (C-S-F10)
1732671932.729115 new key \033[21;7~: 0x830000010e19e (C-M-F10[I])
1732671932.729118 new key \033[21;8~: 0x870000010e19e (C-M-S-F10[I])
1732671932.729120 new key \033[21;9~: 0x810000010e19e (M-F10[I])
1732671932.729122 new key \033[23;2~: 0x40000010e19f (S-F11)
1732671932.729124 new key \033[23;3~: 0x810000010e19f (M-F11[I])
1732671932.729127 new key \033[23;4~: 0x850000010e19f (M-S-F11[I])
1732671932.729129 new key \033[23;5~: 0x20000010e19f (C-F11)
1732671932.729131 new key \033[23;6~: 0x60000010e19f (C-S-F11)
1732671932.729134 new key \033[23;7~: 0x830000010e19f (C-M-F11[I])
1732671932.729136 new key \033[23;8~: 0x870000010e19f (C-M-S-F11[I])
1732671932.729138 new key \033[23;9~: 0x810000010e19f (M-F11[I])
1732671932.729140 new key \033[24;2~: 0x40000010e1a0 (S-F12)
1732671932.729143 new key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1732671932.729145 new key \033[24;4~: 0x850000010e1a0 (M-S-F12[I])
1732671932.729147 new key \033[24;5~: 0x20000010e1a0 (C-F12)
1732671932.729149 new key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1732671932.729151 new key \033[24;7~: 0x830000010e1a0 (C-M-F12[I])
1732671932.729154 new key \033[24;8~: 0x870000010e1a0 (C-M-S-F12[I])
1732671932.729156 new key \033[24;9~: 0x810000010e1a0 (M-F12[I])
1732671932.729159 new key \033[1;2A: 0x40000010e1a8 (S-Up)
1732671932.729161 new key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1732671932.729163 new key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1732671932.729166 new key \033[1;5A: 0x20000010e1a8 (C-Up)
1732671932.729168 new key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1732671932.729170 new key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1732671932.729172 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1732671932.729174 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1732671932.729177 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1732671932.729179 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1732671932.729181 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1732671932.729183 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1732671932.729186 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1732671932.729188 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1732671932.729190 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1732671932.729192 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1732671932.729195 new key \033[1;2C: 0x40000010e1ab (S-Right)
1732671932.729197 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1732671932.729199 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1732671932.729201 new key \033[1;5C: 0x20000010e1ab (C-Right)
1732671932.729203 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1732671932.729206 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1732671932.729208 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1732671932.729210 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1732671932.729212 new key \033[1;2D: 0x40000010e1aa (S-Left)
1732671932.729214 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1732671932.729217 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1732671932.729219 new key \033[1;5D: 0x20000010e1aa (C-Left)
1732671932.729221 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1732671932.729223 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1732671932.729226 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1732671932.729228 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1732671932.729230 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1732671932.729232 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1732671932.729234 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1732671932.729237 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1732671932.729239 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1732671932.729241 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1732671932.729243 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1732671932.729246 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1732671932.729248 new key \033[1;2F: 0x40000010e1a4 (S-End)
1732671932.729254 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1732671932.729256 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1732671932.729261 new key \033[1;5F: 0x20000010e1a4 (C-End)
1732671932.729264 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1732671932.729266 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1732671932.729268 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1732671932.729270 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1732671932.729273 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1732671932.729275 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1732671932.729277 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1732671932.729280 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1732671932.729282 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1732671932.729284 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1732671932.729287 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1732671932.729289 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1732671932.729292 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1732671932.729294 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1732671932.729296 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1732671932.729298 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1732671932.729301 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1732671932.729303 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1732671932.729305 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1732671932.729307 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1732671932.729310 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1732671932.729312 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1732671932.729314 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1732671932.729316 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1732671932.729319 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1732671932.729321 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1732671932.729323 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1732671932.729325 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1732671932.729328 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1732671932.729330 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1732671932.729332 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1732671932.729334 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1732671932.729336 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1732671932.729339 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1732671932.729341 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1732671932.729343 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1732671932.729346 new key \033O[: 0x1b (Escape)
1732671932.729348 new key \033Oo: 0x200000010e1ac (KP/[K])
1732671932.729350 new key \033Oj: 0x200000010e1ad (KP*[K])
1732671932.729352 new key \033Om: 0x200000010e1ae (KP-[K])
1732671932.729355 new key \033Ow: 0x200000010e1af (KP7[K])
1732671932.729357 new key \033Ox: 0x200000010e1b0 (KP8[K])
1732671932.729359 new key \033Oy: 0x200000010e1b1 (KP9[K])
1732671932.729361 new key \033Ok: 0x200000010e1b2 (KP+[K])
1732671932.729363 new key \033Ot: 0x200000010e1b3 (KP4[K])
1732671932.729365 new key \033Ou: 0x200000010e1b4 (KP5[K])
1732671932.729367 new key \033Ov: 0x200000010e1b5 (KP6[K])
1732671932.729370 new key \033Oq: 0x200000010e1b6 (KP1[K])
1732671932.729372 new key \033Or: 0x200000010e1b7 (KP2[K])
1732671932.729374 new key \033Os: 0x200000010e1b8 (KP3[K])
1732671932.729376 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1732671932.729378 new key \033Op: 0x200000010e1ba (KP0[K])
1732671932.729380 new key \033On: 0x200000010e1bb (KP.[K])
1732671932.729382 new key \033OA: 0x400000010e1a8 (Up[C])
1732671932.729384 new key \033OB: 0x400000010e1a9 (Down[C])
1732671932.729386 new key \033OC: 0x400000010e1ab (Right[C])
1732671932.729389 new key \033OD: 0x400000010e1aa (Left[C])
1732671932.729391 new key \033[A: 0x400000010e1a8 (Up[C])
1732671932.729393 new key \033[B: 0x400000010e1a9 (Down[C])
1732671932.729395 new key \033[C: 0x400000010e1ab (Right[C])
1732671932.729397 new key \033[D: 0x400000010e1aa (Left[C])
1732671932.729399 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1732671932.729402 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1732671932.729404 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1732671932.729406 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1732671932.729413 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1732671932.729415 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1732671932.729418 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1732671932.729420 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1732671932.729422 new key \033OH: 0x10e1a3 (Home)
1732671932.729425 new key \033OF: 0x10e1a4 (End)
1732671932.729427 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1732671932.729429 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1732671932.729431 new key \033[H: 0x10e1a3 (Home)
1732671932.729433 new key \033[F: 0x10e1a4 (End)
1732671932.729436 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1732671932.729438 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1732671932.729440 new key \033Oa: 0x20000010e1a8 (C-Up)
1732671932.729442 new key \033Ob: 0x20000010e1a9 (C-Down)
1732671932.729444 new key \033Oc: 0x20000010e1ab (C-Right)
1732671932.729446 new key \033Od: 0x20000010e1aa (C-Left)
1732671932.729448 new key \033[a: 0x40000010e1a8 (S-Up)
1732671932.729450 new key \033[b: 0x40000010e1a9 (S-Down)
1732671932.729453 new key \033[c: 0x40000010e1ab (S-Right)
1732671932.729455 new key \033[d: 0x40000010e1aa (S-Left)
1732671932.729457 new key \033[11~: 0x10e195 (F1)
1732671932.729459 new key \033[12~: 0x10e196 (F2)
1732671932.729461 new key \033[13~: 0x10e197 (F3)
1732671932.729463 new key \033[14~: 0x10e198 (F4)
1732671932.729465 new key \033[15~: 0x10e199 (F5)
1732671932.729468 new key \033[17~: 0x10e19a (F6)
1732671932.729470 new key \033[18~: 0x10e19b (F7)
1732671932.729472 new key \033[19~: 0x10e19c (F8)
1732671932.729474 new key \033[20~: 0x10e19d (F9)
1732671932.729476 new key \033[21~: 0x10e19e (F10)
1732671932.729479 new key \033[23~: 0x40000010e195 (S-F1)
1732671932.729481 new key \033[24~: 0x40000010e196 (S-F2)
1732671932.729483 new key \033[25~: 0x40000010e197 (S-F3)
1732671932.729485 new key \033[26~: 0x40000010e198 (S-F4)
1732671932.729487 new key \033[28~: 0x40000010e199 (S-F5)
1732671932.729489 new key \033[29~: 0x40000010e19a (S-F6)
1732671932.729491 new key \033[31~: 0x40000010e19b (S-F7)
1732671932.729493 new key \033[32~: 0x40000010e19c (S-F8)
1732671932.729495 new key \033[33~: 0x40000010e19d (S-F9)
1732671932.729497 new key \033[34~: 0x40000010e19e (S-F10)
1732671932.729499 new key \033[23$: 0x40000010e19f (S-F11)
1732671932.729502 new key \033[24$: 0x40000010e1a0 (S-F12)
1732671932.729504 new key \033[11^: 0x20000010e195 (C-F1)
1732671932.729506 new key \033[12^: 0x20000010e196 (C-F2)
1732671932.729508 new key \033[13^: 0x20000010e197 (C-F3)
1732671932.729510 new key \033[14^: 0x20000010e198 (C-F4)
1732671932.729512 new key \033[15^: 0x20000010e199 (C-F5)
1732671932.729514 new key \033[17^: 0x20000010e19a (C-F6)
1732671932.729516 new key \033[18^: 0x20000010e19b (C-F7)
1732671932.729518 new key \033[19^: 0x20000010e19c (C-F8)
1732671932.729520 new key \033[20^: 0x20000010e19d (C-F9)
1732671932.729522 new key \033[21^: 0x20000010e19e (C-F10)
1732671932.729524 new key \033[23^: 0x20000010e19f (C-F11)
1732671932.729526 new key \033[24^: 0x20000010e1a0 (C-F12)
1732671932.729529 new key \033[11@: 0x60000010e195 (C-S-F1)
1732671932.729531 new key \033[12@: 0x60000010e196 (C-S-F2)
1732671932.729533 new key \033[13@: 0x60000010e197 (C-S-F3)
1732671932.729535 new key \033[14@: 0x60000010e198 (C-S-F4)
1732671932.729537 new key \033[15@: 0x60000010e199 (C-S-F5)
1732671932.729539 new key \033[17@: 0x60000010e19a (C-S-F6)
1732671932.729541 new key \033[18@: 0x60000010e19b (C-S-F7)
1732671932.729543 new key \033[19@: 0x60000010e19c (C-S-F8)
1732671932.729545 new key \033[20@: 0x60000010e19d (C-S-F9)
1732671932.729547 new key \033[21@: 0x60000010e19e (C-S-F10)
1732671932.729549 new key \033[23@: 0x60000010e19f (C-S-F11)
1732671932.729551 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1732671932.729554 new key \033[I: 0x10e000 (FocusIn)
1732671932.729556 new key \033[O: 0x10e001 (FocusOut)
1732671932.729558 new key \033[200~: 0x10e003 (PasteStart)
1732671932.729560 new key \033[201~: 0x10e004 (PasteEnd)
1732671932.729562 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1732671932.729568 new key \033OP: 0x10e195 (F1)
1732671932.729570 new key \033OQ: 0x10e196 (F2)
1732671932.729572 new key \033OR: 0x10e197 (F3)
1732671932.729575 new key \033OS: 0x10e198 (F4)
1732671932.729577 replacing key \033[15~: 0x10e199 (F5)
1732671932.729583 replacing key \033[17~: 0x10e19a (F6)
1732671932.729586 replacing key \033[18~: 0x10e19b (F7)
1732671932.729588 replacing key \033[19~: 0x10e19c (F8)
1732671932.729590 replacing key \033[20~: 0x10e19d (F9)
1732671932.729592 replacing key \033[21~: 0x10e19e (F10)
1732671932.729594 replacing key \033[23~: 0x10e19f (F11)
1732671932.729596 replacing key \033[24~: 0x10e1a0 (F12)
1732671932.729598 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1732671932.729601 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
1732671932.729603 replacing key \033[1;2R: 0x40000010e197 (S-F3)
1732671932.729605 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1732671932.729607 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1732671932.729609 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1732671932.729611 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1732671932.729613 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1732671932.729615 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1732671932.729617 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1732671932.729619 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1732671932.729622 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1732671932.729624 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1732671932.729626 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1732671932.729628 replacing key \033[1;5R: 0x20000010e197 (C-F3)
1732671932.729630 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1732671932.729632 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1732671932.729634 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1732671932.729636 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1732671932.729638 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1732671932.729640 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1732671932.729643 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1732671932.729645 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1732671932.729647 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1732671932.729649 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1732671932.729651 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1732671932.729653 replacing key \033[1;6R: 0x60000010e197 (C-S-F3)
1732671932.729656 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1732671932.729658 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1732671932.729660 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1732671932.729662 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1732671932.729664 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1732671932.729666 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1732671932.729668 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1732671932.729670 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1732671932.729672 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1732671932.729675 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1732671932.729677 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1732671932.729679 replacing key \033[1;3R: 0x810000010e197 (M-F3[I])
1732671932.729681 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1732671932.729683 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1732671932.729685 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1732671932.729687 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1732671932.729689 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1732671932.729691 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1732671932.729694 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1732671932.729696 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1732671932.729698 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1732671932.729700 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1732671932.729702 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1732671932.729704 replacing key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1732671932.729709 new key \033[2~: 0x10e1a1 (IC)
1732671932.729711 new key \033[3~: 0x10e1a2 (DC)
1732671932.729713 replacing key \033OH: 0x10e1a3 (Home)
1732671932.729715 replacing key \033OF: 0x10e1a4 (End)
1732671932.729717 new key \033[6~: 0x10e1a5 (NPage)
1732671932.729719 new key \033[5~: 0x10e1a6 (PPage)
1732671932.729722 new key \033[Z: 0x10e1a7 (BTab)
1732671932.729724 replacing key \033OA: 0x400000010e1a8 (Up[C])
1732671932.729726 replacing key \033OB: 0x400000010e1a9 (Down[C])
1732671932.729728 replacing key \033OD: 0x400000010e1aa (Left[C])
1732671932.729731 replacing key \033OC: 0x400000010e1ab (Right[C])
1732671932.729733 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1732671932.729735 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1732671932.729737 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1732671932.729739 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1732671932.729741 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1732671932.729744 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1732671932.729746 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1732671932.729748 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1732671932.729750 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1732671932.729753 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1732671932.729755 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1732671932.729757 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1732671932.729759 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1732671932.729761 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1732671932.729764 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1732671932.729766 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1732671932.729768 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1732671932.729770 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1732671932.729772 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1732671932.729774 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1732671932.729777 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1732671932.729779 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1732671932.729781 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1732671932.729783 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1732671932.729785 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1732671932.729787 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1732671932.729789 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1732671932.729792 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1732671932.729794 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1732671932.729796 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1732671932.729798 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1732671932.729800 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1732671932.729802 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1732671932.729804 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1732671932.729807 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1732671932.729809 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1732671932.729811 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1732671932.729813 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1732671932.729815 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1732671932.729817 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1732671932.729820 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1732671932.729822 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1732671932.729824 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1732671932.729826 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1732671932.729828 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1732671932.729830 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1732671932.729833 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1732671932.729835 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1732671932.729837 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1732671932.729839 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1732671932.729844 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1732671932.729846 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1732671932.729848 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
1732671932.729850 replacing key \033[1;6C: 0x60000010e1ab (C-S-Right)
1732671932.729852 replacing key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1732671932.729855 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1732671932.729857 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1732671932.729859 replacing key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1732671932.729861 replacing key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1732671932.729863 replacing key \033[1;5A: 0x20000010e1a8 (C-Up)
1732671932.729865 replacing key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1732671932.729867 replacing key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1732671932.729881 new session 0 $0
1732671932.729884 session $0 0 activity 1732671932.729883 (last 0.000000)
1732671932.729887 spawn_window: [new-session/0x155707d50], flags=0
1732671932.729889 spawn_window: s=$0 wl=none wp0=none idx=-1
1732671932.729891 spawn_window: name=none
1732671932.729897 clients_calculate_size: after /dev/ttys000 (236x96), size is 236x96
1732671932.729899 clients_calculate_size: calculated size 236x96
1732671932.729901 clients_calculate_size: calculated size 236x96
1732671932.729904 clients_calculate_size: type is latest
1732671932.729906 default_window_size: resulting size is 236x96
1732671932.729909 @0 alerts timer reset 0
1732671932.729912 @0 alerts flags added 0x2
1732671932.729914 window_create: @0 create 236x96 (14x36)
1732671932.729916 window_add_ref: @0 winlink_set_window, now 1
1732671932.729919 spawn_pane: [new-session/0x155707d50], flags=0x10
1732671932.729921 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1732671932.729923 spawn_pane: name=none
1732671932.729931 window_add_pane: @0 at start
1732671932.729953 spawn_pane: shell=/bin/zsh
1732671932.729956 spawn_pane: cwd=/Users/suyash/.config/nvim
1732671932.729958 spawn_pane: environment COLORFGBG=15;0
1732671932.729960 spawn_pane: environment COLORTERM=truecolor
1732671932.729963 spawn_pane: environment COMMAND_MODE=unix2003
1732671932.729965 spawn_pane: environment HOME=/Users/suyash
1732671932.729967 spawn_pane: environment HOMEBREW_CELLAR=/opt/homebrew/Cellar
1732671932.729969 spawn_pane: environment HOMEBREW_PREFIX=/opt/homebrew
1732671932.729971 spawn_pane: environment HOMEBREW_REPOSITORY=/opt/homebrew
1732671932.729973 spawn_pane: environment INFOPATH=/opt/homebrew/share/info:
1732671932.729976 spawn_pane: environment ITERM_PROFILE=Default
1732671932.729978 spawn_pane: environment ITERM_SESSION_ID=w0t0p0:596DA8E2-A16B-4F43-8349-DCD9B646A2F4
1732671932.729980 spawn_pane: environment LANG=en_US.UTF-8
1732671932.729982 spawn_pane: environment LC_TERMINAL=iTerm2
1732671932.729984 spawn_pane: environment LC_TERMINAL_VERSION=3.5.10
1732671932.729986 spawn_pane: environment LESS=-R
1732671932.729988 spawn_pane: environment LOGNAME=suyash
1732671932.729990 spawn_pane: environment LSCOLORS=Gxfxcxdxbxegedabagacad
1732671932.729993 spawn_pane: environment LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
